	Eprime.Level	Eprime.LevelName	Eprime.Basename	Eprime.FrameNumber	Procedure	Running	VersionPersist	LevelName	Experiment	SessionDate	SessionTime	SessionStartDateTimeUtc	RuntimeVersion	ResearcherID	Subject	Session	Group	Name	Age	Sex	Recznosc	DataFile.Basename	RandomSeed	Display.RefreshRate	proszenie	planowanie	zrozumienie	wykonanie	WordList	kobieta_S1	mezczyzna_S1	kobieta_S2	mezczyzna_S2	kobieta_S3	mezczyzna_S3	kobieta_S4	mezczyzna_S4	Cycle	Block	Sample	Instructions3.RESP	Instructions4.RESP	Instructions5.RESP	TargetTraining	TrCorrectResp	TrWaitTime	TrPosit	Prime	Target	Resp	Effect	ChoiceType	CorrectRespon	TrialType	WaitTime	Posit	Prime.OnsetDelay	Prime.OnsetTime	Prime.DurationError	Prime.PreRelease	Prime.Duration	Prime.StartTime	Prime.OffsetTime	Prime.FinishTime	Prime.TimingMode	Prime.CustomOnsetTime	Prime.CustomOffsetTime	Prime.ActionDelay	Prime.ActionTime	Prime.TargetOffsetTime	Prime.TargetOnsetTime	Prime.PendingInputMasks	Prime.OffsetDelay	Prime.OnsetToOnsetTime	TargetSlide.OnsetDelay	TargetSlide.OnsetTime	TargetSlide.DurationError	TargetSlide.RTTime	TargetSlide.ACC	TargetSlide.RT	TargetSlide.RESP	TargetSlide.CRESP	TargetSlide.OnsetToOnsetTime	RespWin.OnsetDelay	RespWin.OnsetTime	RespWin.DurationError	RespWin.RTTime	RespWin.ACC	RespWin.RT	RespWin.RESP	RespWin.CRESP	RespWin.OnsetToOnsetTime	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.DurationError	Fixation2.OnsetToOnsetTime	NeutralPrimeList1	PrimeChoice	kol1	kol2	kol3	kol4	kol5	kol6	ErrorText	OverallRT	GoalRespInd1	GoalRespName1	GoalRespInd2	GoalRespName2	GoalRespInd3	GoalRespName3	GoalRespInd4	GoalRespName4	GoalRespInd5	GoalRespName5	GoalRespInd6	GoalRespName6	TBox1	TBox2	TBox3	TBox4	TBox5	TBox6	PracticeMode	BlockNumber	NextBlock0.RESP	NextBlock.RESP	StudioVersion	ExperimentVersion
144	3	TrialList2_5	1 ver1_main_procedure-3-1	144	TrialProc1	TrialList2																																2	3	129								prime_left.png	target_right.png	right	color_red.png	Cued	l	neut	450	25	1	751072	0	-1	13	749573	751072	751072	0	0	0	0	751072	751072	751071	0	0	20	3	751122	-1	751478	1	356	l	l	260	10	751382	1	0	0	0			-751382	13	751492	-1	461	1	prime_left.png																																
145	3	TrialList2_10	1 ver1_main_procedure-3-1	145	TrialProc1	TrialList2																																2	3	130								prime_right.png	target_both.png	right	color_yellow.png	Free	dl	comp	300	75	1	753764	0	-1	13	752265	753764	753764	0	0	0	0	753764	753764	753763	0	0	20	3	753814	-1	754182	0	368	d	dl	260	10	754074	0	0	0	0			-754074	11	754194	-1	310																																		
146	3	TrialList2_2	1 ver1_main_procedure-3-1	146	TrialProc1	TrialList2																																2	3	131								prime_right.png	target_left.png	left	color_blue.png	Cued	d	neut	450	25	1	756315	0	-1	13	754816	756315	756315	0	0	0	0	756315	756315	756314	0	0	20	3	756365	-1	756830	1	465	d	d	260	10	756625	0	0	0	0			-756625	14	756845	-1	461	2	prime_right.png																																
147	3	TrialList2_12	1 ver1_main_procedure-3-1	147	TrialProc1	TrialList2																																2	3	132								prime_left.png	target_both.png	right	color_orange.png	Free	dl	incomp	300	25	1	759117	0	-1	13	757618	759117	759117	0	0	0	0	759117	759117	759116	0	0	20	3	759167	-1	759478	0	311	d	dl	260	10	759427	0	0	0	0			-759427	8	759487	-1	310																																		
148	3	TrialList2_8	1 ver1_main_procedure-3-1	148	TrialProc1	TrialList2																																2	3	133								prime_left.png	target_both.png	left		Free	dl	neut	150	75	1	761608	1	-1	13	760109	761609	761609	0	0	0	0	761608	761608	761607	0	1	20	3	761658	-1	0	0	0		dl	260	10	761918	1	0	0	0			1501	1	763419	-1	160	1	prime_left.png																																
149	3	TrialList2_7	1 ver1_main_procedure-3-1	149	TrialProc1	TrialList2																																2	3	134								prime_left.png	target_both.png	left	color_green.png	Free	dl	comp	150	25	0	765390	1	-1	13	763891	765391	765391	0	0	0	1	765391	765390	765390	0	1	20	3	765440	-1	765782	0	342	l	dl	261	11	765701	0	0	0	0			-765701	8	765791	-1	160																																		
150	3	TrialList2_11	1 ver1_main_procedure-3-1	150	TrialProc1	TrialList2																																2	3	135								prime_right.png	target_both.png	right	color_red.png	Free	dl	neut	450	25	1	767762	0	-1	13	766263	767762	767762	0	0	0	0	767762	767762	767761	0	0	20	3	767812	-1	768166	0	354	l	dl	260	10	768072	0	0	0	0			-768072	5	768172	-1	460	2	prime_right.png																																
151	3	TrialList2_12	1 ver1_main_procedure-3-1	151	TrialProc1	TrialList2																																2	3	136								prime_left.png	target_both.png	right	color_orange.png	Free	dl	incomp	450	25	0	770443	1	-1	13	768944	770444	770444	0	0	0	1	770444	770443	770443	0	1	20	3	770493	-1	770758	0	265	d	dl	261	11	770754	0	0	0	0			-770754	15	770774	-1	460																																		
152	3	TrialList2_12	1 ver1_main_procedure-3-1	152	TrialProc1	TrialList2																																2	3	137								prime_left.png	target_both.png	right	color_green.png	Free	dl	incomp	150	25	1	773045	0	-1	13	771546	773045	773045	0	0	0	0	773045	773045	773044	0	0	20	3	773095	-1	774142	0	1047	l	dl	260	10	773355	0	0	0	0			-773355	13	774156	-1	160																																		
153	3	TrialList2_12	1 ver1_main_procedure-3-1	153	TrialProc1	TrialList2																																2	3	138								prime_left.png	target_both.png	right	color_green.png	Free	dl	incomp	450	75	1	776127	0	-1	13	774628	776127	776127	0	0	0	0	776127	776127	776126	0	0	20	3	776177	-1	776590	0	413	l	dl	260	10	776437	0	0	0	0			-776437	6	776597	-1	460																																		
154	3	TrialList2_7	1 ver1_main_procedure-3-1	154	TrialProc1	TrialList2																																2	3	139								prime_left.png	target_both.png	left	color_green.png	Free	dl	comp	150	75	1	778868	1	-1	13	777369	778869	778869	0	0	0	0	778868	778868	778867	0	1	20	3	778918	-1	779310	0	392	l	dl	261	11	779179	0	0	0	0			-779179	8	779319	-1	160																																		
155	3	TrialList2_10	1 ver1_main_procedure-3-1	155	TrialProc1	TrialList2																																2	3	140								prime_right.png	target_both.png	right	color_yellow.png	Free	dl	comp	450	25	1	781290	0	-1	13	779791	781290	781290	0	0	0	0	781290	781290	781289	0	0	20	3	781340	-1	781638	0	298	d	dl	260	10	781600	0	0	0	0			-781600	11	781650	-1	460																																		
156	3	TrialList2_1	1 ver1_main_procedure-3-1	156	TrialProc1	TrialList2																																2	3	141								prime_left.png	target_left.png	left		Cued	d	comp	450	25	1	783921	0	-1	13	782422	783921	783922	0	0	0	0	783921	783921	783920	0	0	20	3	783971	-1	784286	0	315	l	d	261	11	784232	0	0	0	0			-784232	15	784302	-1	460																																		
157	3	TrialList2_8	1 ver1_main_procedure-3-1	157	TrialProc1	TrialList2																																2	3	142								prime_left.png	target_both.png	left	color_red.png	Free	dl	neut	150	75	1	786573	0	-1	13	785074	786573	786573	0	0	0	0	786573	786573	786572	0	0	20	3	786623	-1	787022	0	399	l	dl	260	10	786883	0	0	0	0			-786883	10	787033	-1	160	1	prime_left.png																																
158	3	TrialList2_9	1 ver1_main_procedure-3-1	158	TrialProc1	TrialList2																																2	3	143								prime_right.png	target_both.png	left	color_purple.png	Free	dl	incomp	150	25	1	789004	0	-1	13	787505	789004	789005	0	0	0	0	789004	789004	789003	0	0	20	3	789054	-1	789671	0	617	l	dl	261	11	789315	0	0	0	0			-789315	14	789685	-1	160																																		
159	3	TrialList2_12	1 ver1_main_procedure-3-1	159	TrialProc1	TrialList2																																2	3	144								prime_left.png	target_both.png	right	color_green.png	Free	dl	incomp	150	25	1	791656	0	-1	13	790157	791656	791656	0	0	0	0	791656	791656	791655	0	0	20	3	791706	-1	792287	0	581	l	dl	260	10	791966	0	0	0	0			-791966	9	792296	-1	160																																		
160	3	Ocena_1	1 ver1_main_procedure-3-1	160	DragProc	Ocena																																2	3	3																																																											color_blue.png	color_orange.png	color_green.png	color_purple.png	color_red.png	color_yellow.png		9545	4	color_purple.png	1	color_blue.png	2	color_orange.png	5	color_red.png	3	color_green.png	6	color_yellow.png												
161	3	Ocena_2	1 ver1_main_procedure-3-1	161	EnterProc	Ocena																																2	3	4																																																																	Wartosci musza byc z przedzialu '0 - 100'.			color_purple.png		color_blue.png		color_orange.png		color_red.png		color_green.png		color_yellow.png	1	10	20	40	90	100						
162	2	BlockList_4	1 ver1_main_procedure-3-1	162	BlockProc2	BlockList																																1	3	2																																																																																					no		{SPACE}	l		
163	3	TrialList1_5	1 ver1_main_procedure-3-1	163	TrialProc1	TrialList1																																1	4	1								prime_right.png	target_right.png	right	color_yellow.png	Cued	l	neut	450	75	0	850410	1	-1	13	848911	850411	850411	0	0	0	0	850410	850410	850410	0	1	20	3	850460	-1	850743	1	283	l	l	261	11	850721	0	0	0	0			-850721	7	850751	-1	460	2	prime_right.png																																
164	3	TrialList1_2	1 ver1_main_procedure-3-1	164	TrialProc1	TrialList1																																1	4	2								prime_left.png	target_left.png	left	color_purple.png	Cued	d	neut	450	75	1	853022	0	-1	13	851523	853022	853022	0	0	0	0	853022	853022	853021	0	0	20	3	853072	-1	853367	1	295	d	d	260	10	853332	0	0	0	0			-853332	14	853382	-1	460	1	prime_left.png																																
165	3	TrialList1_1	1 ver1_main_procedure-3-1	165	TrialProc1	TrialList1																																1	4	3								prime_left.png	target_left.png	left	color_blue.png	Cued	d	comp	150	75	0	855653	1	-1	13	854154	855654	855654	0	0	0	1	855654	855653	855653	0	1	20	3	855703	-1	856023	1	320	d	d	261	11	855964	0	0	0	0			-855964	10	856034	-1	160																																		
166	3	TrialList1_8	1 ver1_main_procedure-3-1	166	TrialProc1	TrialList1																																1	4	4								prime_right.png	target_both.png	left	color_yellow.png	Free	dl	neut	150	25	1	858005	0	-1	13	856506	858005	858005	0	0	0	0	858005	858005	858004	0	0	20	3	858055	-1	858327	0	272	l	dl	260	10	858315	0	0	0	0			-858315	7	858335	-1	160	2	prime_right.png																																
167	3	TrialList1_5	1 ver1_main_procedure-3-1	167	TrialProc1	TrialList1																																1	4	5								prime_left.png	target_right.png	right	color_yellow.png	Cued	l	neut	450	25	1	860306	0	-1	13	858807	860306	860306	0	0	0	0	860306	860306	860305	0	0	20	3	860356	-1	860711	1	355	l	l	260	10	860616	1	0	0	0			-860616	15	860727	-1	460	1	prime_left.png																																
168	3	TrialList1_10	1 ver1_main_procedure-3-1	168	TrialProc1	TrialList1																																1	4	6								prime_right.png	target_both.png	right	color_orange.png	Free	dl	comp	300	25	1	862998	0	-1	13	861499	862998	862998	0	0	0	0	862998	862998	862997	0	0	20	3	863048	-1	863527	0	479	d	dl	260	10	863308	0	0	0	0			-863308	10	863538	-1	310																																		
169	3	TrialList1_5	1 ver1_main_procedure-3-1	169	TrialProc1	TrialList1																																1	4	7								prime_right.png	target_right.png	right	color_yellow.png	Cued	l	neut	300	25	1	865659	0	-1	13	864161	865659	865660	0	0	0	0	865659	865659	865658	0	0	20	3	865709	-1	865960	1	251	l	l	0	11	865970	-999999	0	0	0			0	10	865980	-1	310	2	prime_right.png																																
170	3	TrialList1_12	1 ver1_main_procedure-3-1	170	TrialProc1	TrialList1																																1	4	8								prime_left.png	target_both.png	right	color_red.png	Free	dl	incomp	300	25	1	868101	0	-1	13	866602	868101	868101	0	0	0	0	868101	868101	868100	0	0	20	3	868151	-1	868511	0	360	l	dl	260	10	868411	0	0	0	0			-868411	9	868521	-1	310																																		
171	3	TrialList1_9	1 ver1_main_procedure-3-1	171	TrialProc1	TrialList1																																1	4	9								prime_right.png	target_both.png	left	color_orange.png	Free	dl	incomp	150	75	1	870642	0	-1	13	869143	870642	870642	0	0	0	0	870642	870642	870641	0	0	20	3	870692	-1	870959	0	267	d	dl	260	10	870952	1	0	0	0			-870952	12	870972	-1	161																																		
172	3	TrialList1_5	1 ver1_main_procedure-3-1	172	TrialProc1	TrialList1																																1	4	10								prime_left.png	target_right.png	right	color_yellow.png	Cued	l	neut	150	75	1	872944	0	-1	13	871445	872944	872944	0	0	0	0	872944	872944	872943	0	0	20	3	872994	-999999	873207	1	213	l	l	0	0	0	0	0	0	0			0	16	873224	-1	160	1	prime_left.png																																
173	3	TrialList1_3	1 ver1_main_procedure-3-1	173	TrialProc1	TrialList1																																1	4	11								prime_right.png	target_left.png	left		Cued	d	incomp	450	25	1	875195	0	-1	13	873696	875195	875195	0	0	0	0	875195	875195	875194	0	0	20	3	875245	-1	875528	0	283	l	d	260	10	875505	0	0	0	0			-875505	7	875535	-1	460																																		
174	3	TrialList1_6	1 ver1_main_procedure-3-1	174	TrialProc1	TrialList1																																1	4	12								prime_left.png	target_right.png	right		Cued	l	incomp	300	25	0	877806	1	-1	13	876308	877807	877807	0	0	0	1	877807	877806	877806	0	1	20	4	877857	-999999	878088	0	231	d	l	0	0	0	0	0	0	0			0	9	878097	-1	310																																		
175	3	TrialList1_6	1 ver1_main_procedure-3-1	175	TrialProc1	TrialList1																																1	4	13								prime_left.png	target_right.png	right		Cued	l	incomp	450	25	1	880218	0	-1	13	878719	880218	880218	0	0	0	0	880218	880218	880217	0	0	20	3	880268	-999999	880512	0	244	d	l	0	0	0	0	0	0	0			0	6	880518	-1	460																																		
176	3	TrialList1_4	1 ver1_main_procedure-3-1	176	TrialProc1	TrialList1																																1	4	14								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	450	25	0	882789	1	-1	13	881290	882790	882790	0	0	0	0	882789	882789	882789	0	1	20	3	882839	-999999	883072	1	233	l	l	0	0	0	0	0	0	0			0	8	883080	-1	460																																		
177	3	TrialList1_6	1 ver1_main_procedure-3-1	177	TrialProc1	TrialList1																																1	4	15								prime_left.png	target_right.png	right		Cued	l	incomp	300	75	1	885351	0	-1	13	883852	885351	885351	0	0	0	0	885351	885351	885350	0	0	20	3	885401	-999999	885648	0	247	d	l	0	0	0	0	0	0	0			0	13	885661	-1	310																																		
178	3	TrialList1_1	1 ver1_main_procedure-3-1	178	TrialProc1	TrialList1																																1	4	16								prime_left.png	target_left.png	left		Cued	d	comp	150	75	0	887782	0	-1	13	886283	887782	887783	0	0	0	0	887782	887782	887782	0	0	20	3	887832	-999999	888048	0	216	l	d	0	0	0	0	0	0	0			0	15	888063	-1	160																																		
179	3	TrialList1_4	1 ver1_main_procedure-3-1	179	TrialProc1	TrialList1																																1	4	17								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	150	75	1	890034	0	-1	13	888535	890034	890034	0	0	0	0	890034	890034	890033	0	0	20	3	890084	-1	890512	1	428	l	l	260	10	890344	0	0	0	0			-890344	12	890524	-1	160																																		
180	3	TrialList1_2	1 ver1_main_procedure-3-1	180	TrialProc1	TrialList1																																1	4	18								prime_right.png	target_left.png	left	color_purple.png	Cued	d	neut	450	25	1	892495	0	-1	13	890996	892495	892495	0	0	0	0	892495	892495	892494	0	0	20	3	892545	-1	892832	1	287	d	d	260	10	892805	0	0	0	0			-892805	13	892845	-1	461	2	prime_right.png																																
181	3	TrialList1_5	1 ver1_main_procedure-3-1	181	TrialProc1	TrialList1																																1	4	19								prime_left.png	target_right.png	right	color_yellow.png	Cued	l	neut	150	75	1	895117	0	-1	13	893618	895117	895117	0	0	0	0	895117	895117	895116	0	0	20	3	895167	-1	895472	1	305	l	l	260	10	895427	0	0	0	0			-895427	15	895487	-1	160	1	prime_left.png																																
182	3	TrialList1_9	1 ver1_main_procedure-3-1	182	TrialProc1	TrialList1																																1	4	20								prime_right.png	target_both.png	left	color_green.png	Free	dl	incomp	150	25	1	897458	0	-1	13	895959	897458	897458	0	0	0	0	897458	897458	897457	0	0	20	3	897508	-1	897952	0	444	l	dl	260	10	897768	0	0	0	0			-897768	5	897958	-1	160																																		
183	3	TrialList1_4	1 ver1_main_procedure-3-1	183	TrialProc1	TrialList1																																1	4	21								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	150	25	0	899929	1	-1	13	898430	899930	899930	0	0	0	1	899930	899929	899929	0	1	20	4	899980	-999999	900208	1	228	l	l	0	0	0	0	0	0	0			0	11	900220	-1	160																																		
184	3	TrialList1_6	1 ver1_main_procedure-3-1	184	TrialProc1	TrialList1																																1	4	22								prime_left.png	target_right.png	right		Cued	l	incomp	150	75	1	902191	0	-1	13	900692	902191	902191	0	0	0	0	902191	902191	902190	0	0	20	3	902241	-999999	902424	0	183	d	l	0	0	0	0	0	0	0			0	6	902431	-1	160																																		
185	3	TrialList1_2	1 ver1_main_procedure-3-1	185	TrialProc1	TrialList1																																1	4	23								prime_right.png	target_left.png	left		Cued	d	neut	450	75	1	904402	0	-1	13	902903	904402	904402	0	0	0	0	904402	904402	904401	0	0	20	3	904452	-1	904760	0	308	l	d	260	10	904712	0	0	0	0			-904712	11	904772	-1	461	2	prime_right.png																																
186	3	TrialList1_8	1 ver1_main_procedure-3-1	186	TrialProc1	TrialList1																																1	4	24								prime_left.png	target_both.png	left	color_yellow.png	Free	dl	neut	150	25	1	907044	0	-1	13	905545	907044	907044	0	0	0	0	907044	907044	907043	0	0	20	3	907094	-1	907504	0	410	l	dl	260	10	907354	0	0	0	0			-907354	9	907514	-1	160	1	prime_left.png																																
187	3	TrialList1_1	1 ver1_main_procedure-3-1	187	TrialProc1	TrialList1																																1	4	25								prime_left.png	target_left.png	left	color_blue.png	Cued	d	comp	450	25	1	909485	0	-1	13	907986	909485	909485	0	0	0	0	909485	909485	909484	0	0	20	3	909535	-1	909952	1	417	d	d	260	10	909795	0	0	0	0			-909795	12	909965	-1	461																																		
188	3	TrialList1_1	1 ver1_main_procedure-3-1	188	TrialProc1	TrialList1																																1	4	26								prime_left.png	target_left.png	left	color_blue.png	Cued	d	comp	300	25	1	912237	0	-1	13	910738	912237	912237	0	0	0	0	912237	912237	912236	0	0	20	3	912287	-1	912568	1	281	d	d	260	10	912547	0	0	0	0			-912547	8	912577	-1	310																																		
189	3	TrialList1_5	1 ver1_main_procedure-3-1	189	TrialProc1	TrialList1																																1	4	27								prime_right.png	target_right.png	right	color_yellow.png	Cued	l	neut	300	75	1	914698	0	-1	13	913199	914698	914698	0	0	0	0	914698	914698	914697	0	0	20	3	914748	-1	915096	1	348	l	l	260	10	915008	0	0	0	0			-915008	11	915108	-1	311	2	prime_right.png																																
190	3	TrialList1_12	1 ver1_main_procedure-3-1	190	TrialProc1	TrialList1																																1	4	28								prime_left.png	target_both.png	right	color_red.png	Free	dl	incomp	450	25	1	917230	0	-1	13	915730	917230	917230	0	0	0	0	917230	917230	917229	0	0	20	3	917280	-999999	917512	0	232	l	dl	0	0	0	0	0	0	0			0	7	917520	-1	460																																		
191	3	TrialList1_4	1 ver1_main_procedure-3-1	191	TrialProc1	TrialList1																																1	4	29								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	450	75	1	919791	0	-1	13	918292	919791	919791	0	0	0	0	919791	919791	919790	0	0	20	3	919841	-1	920136	1	295	l	l	260	10	920101	1	0	0	0			-920101	14	920151	-1	461																																		
192	3	TrialList1_4	1 ver1_main_procedure-3-1	192	TrialProc1	TrialList1																																1	4	30								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	450	75	1	922423	0	-1	13	920924	922423	922423	0	0	0	0	922423	922423	922422	0	0	20	3	922473	-1	922768	1	295	l	l	260	10	922733	0	0	0	0			-922733	14	922783	-1	460																																		
193	3	TrialList1_11	1 ver1_main_procedure-3-1	193	TrialProc1	TrialList1																																1	4	31								prime_left.png	target_both.png	right	color_purple.png	Free	dl	neut	150	75	1	925054	0	-1	13	923555	925054	925054	0	0	0	0	925054	925054	925053	0	0	20	3	925104	-1	925408	0	304	d	dl	260	10	925364	1	0	0	0			-925364	5	925414	-1	161	1	prime_left.png																																
194	3	TrialList1_5	1 ver1_main_procedure-3-1	194	TrialProc1	TrialList1																																1	4	32								prime_right.png	target_right.png	right	color_yellow.png	Cued	l	neut	300	75	1	927386	0	-1	13	925886	927386	927386	0	0	0	0	927386	927386	927385	0	0	20	3	927436	-999999	927616	1	180	l	l	0	0	0	0	0	0	0			0	9	927626	-1	310	2	prime_right.png																																
195	3	TrialList1_6	1 ver1_main_procedure-3-1	195	TrialProc1	TrialList1																																1	4	33								prime_left.png	target_right.png	right	color_red.png	Cued	l	incomp	450	25	1	929747	0	-1	13	928248	929747	929747	0	0	0	0	929747	929747	929746	0	0	20	3	929797	-1	930096	1	299	l	l	260	10	930057	0	0	0	0			-930057	10	930107	-1	461																																		
196	3	TrialList1_10	1 ver1_main_procedure-3-1	196	TrialProc1	TrialList1																																1	4	34								prime_right.png	target_both.png	right		Free	dl	comp	150	25	1	932379	0	-1	13	930879	932379	932379	0	0	0	0	932379	932379	932378	0	0	20	3	932429	-1	0	0	0		dl	260	10	932689	0	0	0	0			1501	1	934190	-1	160																																		
197	3	TrialList1_3	1 ver1_main_procedure-3-1	197	TrialProc1	TrialList1																																1	4	35								prime_right.png	target_left.png	left		Cued	d	incomp	150	75	1	936161	0	-1	13	934662	936161	936161	0	0	0	0	936161	936161	936160	0	0	20	3	936211	-999999	936392	0	181	l	d	0	0	0	0	0	0	0			0	8	936401	-1	160																																		
198	3	TrialList1_2	1 ver1_main_procedure-3-1	198	TrialProc1	TrialList1																																1	4	36								prime_left.png	target_left.png	left	color_purple.png	Cued	d	neut	300	75	1	938372	0	-1	13	936873	938372	938372	0	0	0	0	938372	938372	938371	0	0	20	3	938422	-1	938904	1	482	d	d	260	10	938682	0	0	0	0			-938682	7	938912	-1	311	1	prime_left.png																																
199	3	TrialList1_4	1 ver1_main_procedure-3-1	199	TrialProc1	TrialList1																																1	4	37								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	450	75	1	941034	0	-1	13	939534	941034	941034	0	0	0	0	941034	941034	941033	0	0	20	3	941084	-1	941384	1	300	l	l	260	10	941344	0	0	0	0			-941344	9	941394	-1	460																																		
200	3	TrialList1_3	1 ver1_main_procedure-3-1	200	TrialProc1	TrialList1																																1	4	38								prime_right.png	target_left.png	left	color_orange.png	Cued	d	incomp	300	75	1	943665	0	-1	13	942166	943665	943665	0	0	0	0	943665	943665	943664	0	0	20	3	943715	-1	944024	1	309	d	d	260	10	943975	0	0	0	0			-943975	10	944035	-1	311																																		
201	3	TrialList1_7	1 ver1_main_procedure-3-1	201	TrialProc1	TrialList1																																1	4	39								prime_left.png	target_both.png	left	color_red.png	Free	dl	comp	450	75	1	946157	0	-1	13	944657	946157	946157	0	0	0	0	946157	946157	946156	0	0	20	3	946207	-1	946512	0	305	l	dl	260	10	946467	0	0	0	0			-946467	14	946527	-1	460																																		
202	3	TrialList1_3	1 ver1_main_procedure-3-1	202	TrialProc1	TrialList1																																1	4	40								prime_right.png	target_left.png	left	color_orange.png	Cued	d	incomp	450	25	1	948798	0	-1	13	947299	948798	948798	0	0	0	0	948798	948798	948797	0	0	20	3	948848	-1	949201	1	353	d	d	260	10	949108	1	0	0	0			-949108	7	949208	-1	461																																		
203	3	TrialList1_1	1 ver1_main_procedure-3-1	203	TrialProc1	TrialList1																																1	4	41								prime_left.png	target_left.png	left	color_blue.png	Cued	d	comp	450	25	1	951480	0	-1	13	949981	951480	951480	0	0	0	0	951480	951480	951479	0	0	20	3	951530	-1	951809	1	279	d	d	260	10	951790	0	0	0	0			-951790	11	951820	-1	460																																		
204	3	TrialList1_4	1 ver1_main_procedure-3-1	204	TrialProc1	TrialList1																																1	4	42								prime_right.png	target_right.png	right	color_green.png	Cued	l	comp	450	25	1	954091	0	-1	13	952592	954091	954091	0	0	0	0	954091	954091	954090	0	0	20	3	954141	-1	954457	1	316	l	l	260	10	954401	1	0	0	0			-954401	15	954472	-1	460																																		
205	3	TrialList1_6	1 ver1_main_procedure-3-1	205	TrialProc1	TrialList1																																1	4	43								prime_left.png	target_right.png	right		Cued	l	incomp	300	25	1	956743	0	-1	13	955244	956743	956743	0	0	0	0	956743	956743	956742	0	0	20	3	956793	-999999	957033	0	240	d	l	0	0	0	0	0	0	0			0	10	957043	-1	310																																		
206	3	TrialList1_5	1 ver1_main_procedure-3-1	206	TrialProc1	TrialList1																																1	4	44								prime_right.png	target_right.png	right	color_yellow.png	Cued	l	neut	450	25	1	959164	0	-1	13	957665	959164	959164	0	0	0	0	959164	959164	959163	0	0	20	3	959214	-1	959657	1	443	l	l	260	10	959474	1	0	0	0			-959474	8	959665	-1	460	2	prime_right.png																																
207	3	TrialList1_1	1 ver1_main_procedure-3-1	207	TrialProc1	TrialList1																																1	4	45								prime_left.png	target_left.png	left	color_blue.png	Cued	d	comp	300	25	1	961936	0	-1	13	960437	961936	961936	0	0	0	0	961936	961936	961935	0	0	20	3	961986	-1	962353	1	367	d	d	260	10	962246	0	0	0	0			-962246	13	962366	-1	310																																		
208	3	TrialList1_3	1 ver1_main_procedure-3-1	208	TrialProc1	TrialList1																																1	4	46								prime_right.png	target_left.png	left		Cued	d	incomp	150	25	0	964487	1	-1	13	962988	964488	964488	0	0	0	0	964487	964487	964487	0	1	20	3	964537	-999999	964769	0	232	l	d	0	0	0	0	0	0	0			0	9	964778	-1	160																																		
209	3	TrialList1_3	1 ver1_main_procedure-3-1	209	TrialProc1	TrialList1																																1	4	47								prime_right.png	target_left.png	left	color_orange.png	Cued	d	incomp	150	75	1	966749	0	-1	13	965250	966749	966749	0	0	0	0	966749	966749	966748	0	0	20	3	966799	-1	967161	1	362	d	d	260	10	967059	0	0	0	0			-967059	8	967169	-1	160																																		
210	3	TrialList1_3	1 ver1_main_procedure-3-1	210	TrialProc1	TrialList1																																1	4	48								prime_right.png	target_left.png	left		Cued	d	incomp	450	25	1	969140	0	-1	13	967641	969140	969140	0	0	0	0	969140	969140	969139	0	0	20	3	969190	-1	0	0	0		d	260	10	969450	1	0	0	0			1501	1	970951	-1	460																																		
211	3	TrialList1_6	1 ver1_main_procedure-3-1	211	TrialProc1	TrialList1																																1	4	49								prime_left.png	target_right.png	right	color_red.png	Cued	l	incomp	300	25	1	973223	0	-1	13	971723	973223	973223	0	0	0	0	973223	973223	973222	0	0	20	3	973273	-1	973569	1	296	l	l	260	10	973533	0	0	0	0			-973533	14	973583	-1	310																																		
212	3	TrialList1_2	1 ver1_main_procedure-3-1	212	TrialProc1	TrialList1																																1	4	50								prime_left.png	target_left.png	left	color_purple.png	Cued	d	neut	450	25	1	975704	0	-1	13	974205	975704	975704	0	0	0	0	975704	975704	975703	0	0	20	3	975754	-1	976041	1	287	d	d	260	10	976014	0	0	0	0			-976014	13	976054	-1	460	1	prime_left.png																																
213	3	TrialList1_7	1 ver1_main_procedure-3-1	213	TrialProc1	TrialList1																																1	4	51								prime_left.png	target_both.png	left		Free	dl	comp	300	75	1	978326	0	-1	13	976826	978326	978326	0	0	0	0	978326	978326	978325	0	0	20	3	978376	-1	0	0	0		dl	260	10	978636	0	0	0	0			1501	1	980137	-1	310																																		
214	3	TrialList1_5	1 ver1_main_procedure-3-1	214	TrialProc1	TrialList1																																1	4	52								prime_right.png	target_right.png	right		Cued	l	neut	150	75	1	982258	0	-1	13	980759	982258	982258	0	0	0	0	982258	982258	982257	0	0	20	3	982308	-1	0	0	0		l	260	10	982568	0	0	0	0			1501	1	984069	-1	160	2	prime_right.png																																
215	3	TrialList1_11	1 ver1_main_procedure-3-1	215	TrialProc1	TrialList1																																1	4	53								prime_left.png	target_both.png	right	color_yellow.png	Free	dl	neut	450	75	1	986040	0	-1	13	984541	986040	986040	0	0	0	0	986040	986040	986039	0	0	20	3	986090	-1	986537	0	447	l	dl	260	10	986350	0	0	0	0			-986350	12	986550	-1	461	1	prime_left.png																																
